Jackman,Maine,0104,US-Canada Border,2020,Truck Containers Empty,2837,45.806,-70.397,POINT (-70.396722 45.805661)
Baudette,Minnesota,3424,US-Canada Border,2022,Personal Vehicles,3689,48.719,-94.590,POINT (-94.590467 48.719109)
Limestone,Maine,0118,US-Canada Border,2022,Personal Vehicle Passengers,840,46.925,-67.790,POINT (-67.789597 46.924555)
Ferry,Washington,3013,US-Canada Border,2020,Personal Vehicles,20,49.000,-118.761,POINT (-118.761166 49.000083)
Lancaster,Minnesota,3430,US-Canada Border,2019,Personal Vehicle Passengers,5866,49.000,-96.801,POINT (-96.800527 49.000194)
International Falls,Minnesota,3604,US-Canada Border,2020,Truck Containers Loaded,795,48.608,-93.401,POINT (-93.401355 48.6078)
Alcan,Alaska,3104,US-Canada Border,2019,Personal Vehicle Passengers,10633,62.615,-141.001,POINT (-141.001444 62.614961)
Fort Kent,Maine,0110,US-Canada Border,2019,Pedestrians,163,47.249,-68.604,POINT (-68.603918 47.249206)
Eastport,Idaho,3302,US-Canada Border,2019,Truck Containers Loaded,3166,49.001,-116.181,POINT (-116.181027 49.000555)
Turner,Montana,3306,US-Canada Border,2015,Buses,1,49.000,-108.388,POINT (-108.387916 48.999527)
Champlain Rouses Point,New York,0712,US-Canada Border,2021,Pedestrians,43,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Dunseith,North Dakota,3422,US-Canada Border,2022,Truck Containers Empty,639,48.999,-100.052,POINT (-100.052166 48.999277)
Otay Mesa,California,2506,US-Mexico Border,2022,Trucks,79378,32.550,-116.939,POINT (-116.938538 32.55033)
Skagway,Alaska,3103,US-Canada Border,2020,Personal Vehicle Passengers,68,59.630,-135.164,POINT (-135.164444 59.629722)
Northgate,North Dakota,3406,US-Canada Border,2019,Rail Containers Empty,145,48.999,-102.275,POINT (-102.27475 48.998833)
Sherwood,North Dakota,3414,US-Canada Border,2021,Pedestrians,3,48.999,-101.628,POINT (-101.627527 48.999305)
Del Rio,Texas,2302,US-Mexico Border,2020,Pedestrians,6215,29.327,-100.928,POINT (-100.927612 29.326784)
Sumas,Washington,3009,US-Canada Border,2021,Trains,18,49.002,-122.265,POINT (-122.264805 49.002388)
Fortuna,North Dakota,3417,US-Canada Border,2014,Trucks,359,49.000,-103.809,POINT (-103.80925 48.999555)
Wildhorse,Montana,3323,US-Canada Border,2020,Personal Vehicle Passengers,128,48.999,-110.215,POINT (-110.215083 48.999361)
Warroad,Minnesota,3423,US-Canada Border,2020,Truck Containers Loaded,102,48.999,-95.377,POINT (-95.376555 48.999)
Kenneth G Ward,Washington,3023,US-Canada Border,2021,Personal Vehicle Passengers,5488,49.002,-122.485,POINT (-122.485027 49.002277)
Skagway,Alaska,3103,US-Canada Border,2021,Personal Vehicle Passengers,92,59.630,-135.164,POINT (-135.164444 59.629722)
Boundary,Washington,3015,US-Canada Border,2022,Rail Containers Loaded,655,49.001,-117.628,POINT (-117.627583 49.00075)
Naco,Arizona,2603,US-Mexico Border,2020,Pedestrians,2949,31.334,-109.948,POINT (-109.948413 31.334084)
Champlain Rouses Point,New York,0712,US-Canada Border,2020,Pedestrians,231,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Maida,North Dakota,3416,US-Canada Border,2019,Truck Containers Loaded,15,49.000,-98.365,POINT (-98.36525 49.00025)
Laredo,Texas,2304,US-Mexico Border,2017,Trucks,181625,27.500,-99.507,POINT (-99.507412 27.499561)
Warroad,Minnesota,3423,US-Canada Border,2021,Truck Containers Empty,269,48.999,-95.377,POINT (-95.376555 48.999)
Norton,Vermont,0211,US-Canada Border,2021,Truck Containers Empty,217,45.011,-71.793,POINT (-71.793219 45.010771)
Skagway,Alaska,3103,US-Canada Border,2022,Trucks,192,59.630,-135.164,POINT (-135.164444 59.629722)
Maida,North Dakota,3416,US-Canada Border,2021,Personal Vehicles,81,49.000,-98.365,POINT (-98.36525 49.00025)
Morgan,Montana,3319,US-Canada Border,2021,Truck Containers Empty,22,49.000,-107.832,POINT (-107.831819 48.999829)
Alexandria Bay,New York,0708,US-Canada Border,2019,Truck Containers Loaded,14731,44.347,-75.984,POINT (-75.983592 44.347229)
Skagway,Alaska,3103,US-Canada Border,2020,Trucks,319,59.630,-135.164,POINT (-135.164444 59.629722)
Columbus,New Mexico,2406,US-Mexico Border,2021,Personal Vehicle Passengers,53883,31.784,-107.628,POINT (-107.627948 31.783742)
Columbus,New Mexico,2406,US-Mexico Border,2019,Bus Passengers,1452,31.784,-107.628,POINT (-107.627948 31.783742)
Massena,New York,0704,US-Canada Border,2021,Trucks,2334,44.991,-74.740,POINT (-74.739722 44.990556)
Lukeville,Arizona,2602,US-Mexico Border,2020,Truck Containers Loaded,43,31.880,-112.817,POINT (-112.817077 31.880195)
Wildhorse,Montana,3323,US-Canada Border,2022,Trucks,11,48.999,-110.215,POINT (-110.215083 48.999361)
Laredo,Texas,2304,US-Mexico Border,2021,Pedestrians,145989,27.500,-99.507,POINT (-99.507412 27.499561)
Ketchikan,Alaska,3102,US-Canada Border,2022,Pedestrians,19,55.342,-131.648,POINT (-131.647804 55.34208)
Opheim,Montana,3317,US-Canada Border,2020,Personal Vehicles,31,49.000,-106.378,POINT (-106.377583 48.999527)
Walhalla,North Dakota,3407,US-Canada Border,2021,Personal Vehicle Passengers,152,49.000,-97.908,POINT (-97.908416 49.000472)
Boundary,Washington,3015,US-Canada Border,2022,Personal Vehicle Passengers,2251,49.001,-117.628,POINT (-117.627583 49.00075)
Sweetgrass,Montana,3310,US-Canada Border,2019,Rail Containers Empty,925,48.998,-111.960,POINT (-111.959611 48.998388)
Calais,Maine,0115,US-Canada Border,2020,Truck Containers Loaded,3849,45.189,-67.275,POINT (-67.275381 45.188548)
Del Bonita,Montana,3322,US-Canada Border,2019,Trucks,38,48.999,-112.788,POINT (-112.78825 48.998555)
Turner,Montana,3306,US-Canada Border,2000,Trains,0,49.000,-108.388,POINT (-108.387916 48.999527)
Derby Line,Vermont,0209,US-Canada Border,2020,Buses,77,45.006,-72.099,POINT (-72.099279 45.005739)
Nogales,Arizona,2604,US-Mexico Border,2019,Rail Containers Loaded,3165,31.333,-110.943,POINT (-110.942516 31.332839)
Alexandria Bay,New York,0708,US-Canada Border,2022,Personal Vehicles,50297,44.347,-75.984,POINT (-75.983592 44.347229)
Sarles,North Dakota,3409,US-Canada Border,2022,Truck Containers Empty,21,49.000,-98.938,POINT (-98.938361 49.000027)
Warroad,Minnesota,3423,US-Canada Border,2019,Buses,39,48.999,-95.377,POINT (-95.376555 48.999)
Fort Fairfield,Maine,0107,US-Canada Border,2019,Truck Containers Loaded,150,46.765,-67.789,POINT (-67.789471 46.765323)
Boundary,Washington,3015,US-Canada Border,2021,Trucks,21,49.001,-117.628,POINT (-117.627583 49.00075)
Bridgewater,Maine,0127,US-Canada Border,2019,Truck Containers Empty,227,46.450,-67.785,POINT (-67.78484 46.450335)
Hannah,North Dakota,3408,US-Canada Border,2021,Personal Vehicle Passengers,4,49.000,-98.694,POINT (-98.693777 49.000138)
Point Roberts,Washington,3017,US-Canada Border,2019,Truck Containers Loaded,330,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Laredo,Texas,2304,US-Mexico Border,2022,Buses,2212,27.500,-99.507,POINT (-99.507412 27.499561)
Sweetgrass,Montana,3310,US-Canada Border,2020,Train Passengers,177,48.998,-111.960,POINT (-111.959611 48.998388)
Laredo,Texas,2304,US-Mexico Border,2022,Bus Passengers,87922,27.500,-99.507,POINT (-99.507412 27.499561)
Rio Grande City,Texas,2307,US-Mexico Border,2021,Personal Vehicle Passengers,44330,26.366,-98.803,POINT (-98.802513 26.365761)
Limestone,Maine,0118,US-Canada Border,2020,Trucks,183,46.925,-67.790,POINT (-67.789597 46.924555)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2021,Personal Vehicle Passengers,14939,46.509,-84.361,POINT (-84.360833 46.508611)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2020,Truck Containers Empty,695,46.509,-84.361,POINT (-84.360833 46.508611)
Eastport,Maine,0103,US-Canada Border,2021,Truck Containers Loaded,62,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Portal,North Dakota,3403,US-Canada Border,2022,Rail Containers Loaded,14870,48.999,-102.552,POINT (-102.551944 48.998944)
Columbus,New Mexico,2406,US-Mexico Border,2020,Trucks,2599,31.784,-107.628,POINT (-107.627948 31.783742)
Houlton,Maine,0106,US-Canada Border,2019,Truck Containers Loaded,5304,46.135,-67.781,POINT (-67.781288 46.134879)
Opheim,Montana,3317,US-Canada Border,2021,Trucks,50,49.000,-106.378,POINT (-106.377583 48.999527)
Roma,Texas,2310,US-Mexico Border,2015,Trucks,694,26.404,-99.019,POINT (-99.018981 26.403928)
Grand Portage,Minnesota,3613,US-Canada Border,2020,Truck Containers Loaded,873,48.001,-89.585,POINT (-89.58515 48.001427)
Scobey,Montana,3309,US-Canada Border,2020,Truck Containers Loaded,50,49.000,-105.408,POINT (-105.407638 48.999527)
Roosville,Montana,3318,US-Canada Border,2019,Personal Vehicles,9269,49.000,-115.056,POINT (-115.056027 48.999638)
Rio Grande City,Texas,2307,US-Mexico Border,2021,Trucks,4032,26.366,-98.803,POINT (-98.802513 26.365761)
Laredo,Texas,2304,US-Mexico Border,2015,Trains,300,27.500,-99.507,POINT (-99.507412 27.499561)
Santa Teresa,New Mexico,2408,US-Mexico Border,2021,Buses,19,31.784,-106.679,POINT (-106.679437 31.783939)
Laurier,Washington,3016,US-Canada Border,2021,Rail Containers Loaded,143,49.000,-118.224,POINT (-118.223777 49.000083)
Hansboro,North Dakota,3415,US-Canada Border,2019,Personal Vehicle Passengers,874,49.000,-99.347,POINT (-99.346527 48.999583)
Turner,Montana,3306,US-Canada Border,2022,Truck Containers Loaded,17,49.000,-108.388,POINT (-108.387916 48.999527)
Richford,Vermont,0203,US-Canada Border,2019,Trucks,332,45.012,-72.589,POINT (-72.588559 45.01174)
Laredo,Texas,2304,US-Mexico Border,2020,Rail Containers Empty,19672,27.500,-99.507,POINT (-99.507412 27.499561)
Tornillo,Texas,2404,US-Mexico Border,2022,Pedestrians,1772,31.435,-106.143,POINT (-106.142669 31.435334)
Sweetgrass,Montana,3310,US-Canada Border,2022,Trains,40,48.998,-111.960,POINT (-111.959611 48.998388)
Baudette,Minnesota,3424,US-Canada Border,2022,Personal Vehicle Passengers,14052,48.719,-94.590,POINT (-94.590467 48.719109)
Warroad,Minnesota,3423,US-Canada Border,2019,Bus Passengers,89,48.999,-95.377,POINT (-95.376555 48.999)
Kenneth G Ward,Washington,3023,US-Canada Border,2020,Truck Containers Empty,3651,49.002,-122.485,POINT (-122.485027 49.002277)
Massena,New York,0704,US-Canada Border,2020,Personal Vehicles,63497,44.991,-74.740,POINT (-74.739722 44.990556)
Beecher Falls,Vermont,0206,US-Canada Border,2019,Truck Containers Empty,473,45.013,-71.505,POINT (-71.505309 45.013411)
Presidio,Texas,2403,US-Mexico Border,2022,Buses,94,29.562,-104.395,POINT (-104.394907 29.561827)
Whitlash,Montana,3321,US-Canada Border,2019,Personal Vehicle Passengers,134,48.997,-111.258,POINT (-111.257916 48.99725)
Sherwood,North Dakota,3414,US-Canada Border,2021,Personal Vehicle Passengers,274,48.999,-101.628,POINT (-101.627527 48.999305)
Andrade,California,2502,US-Mexico Border,2021,Pedestrians,30228,32.718,-114.728,POINT (-114.72832 32.718143)
Ogdensburg,New York,0701,US-Canada Border,2021,Buses,1,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Northgate,North Dakota,3406,US-Canada Border,2021,Pedestrians,5,48.999,-102.275,POINT (-102.27475 48.998833)
International Falls,Minnesota,3604,US-Canada Border,2021,Pedestrians,156,48.608,-93.401,POINT (-93.401355 48.6078)
Richford,Vermont,0203,US-Canada Border,2022,Train Passengers,24,45.012,-72.589,POINT (-72.588559 45.01174)
Madawaska,Maine,0109,US-Canada Border,2021,Personal Vehicles,2192,47.360,-68.329,POINT (-68.328684 47.360052)
Kenneth G Ward,Washington,3023,US-Canada Border,2021,Truck Containers Loaded,394,49.002,-122.485,POINT (-122.485027 49.002277)
San Luis,Arizona,2608,US-Mexico Border,2022,Buses,9,32.485,-114.782,POINT (-114.7822222 32.485)
Baudette,Minnesota,3424,US-Canada Border,2019,Buses,7,48.719,-94.590,POINT (-94.590467 48.719109)
Fort Fairfield,Maine,0107,US-Canada Border,2020,Personal Vehicle Passengers,10077,46.765,-67.789,POINT (-67.789471 46.765323)
Raymond,Montana,3301,US-Canada Border,2021,Personal Vehicle Passengers,223,48.999,-104.574,POINT (-104.574333 48.999194)
Roma,Texas,2310,US-Mexico Border,2021,Personal Vehicles,65177,26.404,-99.019,POINT (-99.018981 26.403928)
Portal,North Dakota,3403,US-Canada Border,2022,Personal Vehicle Passengers,3223,48.999,-102.552,POINT (-102.551944 48.998944)
Sasabe,Arizona,2606,US-Mexico Border,2021,Personal Vehicle Passengers,3659,31.483,-111.544,POINT (-111.544363 31.483039)
Massena,New York,0704,US-Canada Border,2021,Truck Containers Empty,652,44.991,-74.740,POINT (-74.739722 44.990556)
Massena,New York,0704,US-Canada Border,2020,Trucks,1591,44.991,-74.740,POINT (-74.739722 44.990556)
Port Angeles,Washington,3007,US-Canada Border,2019,Truck Containers Empty,14,48.122,-123.431,POINT (-123.430694 48.121858)
San Ysidro,California,2504,US-Mexico Border,2020,Personal Vehicle Passengers,1547174,32.543,-117.029,POINT (-117.028761 32.542528)
San Luis,Arizona,2608,US-Mexico Border,2022,Truck Containers Loaded,2097,32.485,-114.782,POINT (-114.7822222 32.485)
Otay Mesa,California,2506,US-Mexico Border,2020,Trucks,87167,32.550,-116.939,POINT (-116.938538 32.55033)
International Falls,Minnesota,3604,US-Canada Border,2020,Truck Containers Empty,579,48.608,-93.401,POINT (-93.401355 48.6078)
Baudette,Minnesota,3424,US-Canada Border,2019,Personal Vehicle Passengers,21674,48.719,-94.590,POINT (-94.590467 48.719109)
Metaline Falls,Washington,3025,US-Canada Border,2019,Pedestrians,1,49.000,-117.299,POINT (-117.299444 48.999972)
Danville,Washington,3012,US-Canada Border,2019,Pedestrians,32,49.000,-118.504,POINT (-118.503722 49.000083)
Pembina,North Dakota,3401,US-Canada Border,2019,Trains,125,49.000,-97.237,POINT (-97.237036 49.000453)
Sherwood,North Dakota,3414,US-Canada Border,2020,Personal Vehicle Passengers,233,48.999,-101.628,POINT (-101.627527 48.999305)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2021,Rail Containers Loaded,1515,46.509,-84.361,POINT (-84.360833 46.508611)
Eagle Pass,Texas,2303,US-Mexico Border,2021,Truck Containers Empty,5718,28.705,-100.512,POINT (-100.511977 28.705483)
Boundary,Washington,3015,US-Canada Border,2021,Personal Vehicle Passengers,174,49.001,-117.628,POINT (-117.627583 49.00075)
Champlain Rouses Point,New York,0712,US-Canada Border,2021,Trains,65,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Nogales,Arizona,2604,US-Mexico Border,2022,Trucks,34948,31.333,-110.943,POINT (-110.942516 31.332839)
Port Angeles,Washington,3007,US-Canada Border,2019,Truck Containers Loaded,28,48.122,-123.431,POINT (-123.430694 48.121858)
Opheim,Montana,3317,US-Canada Border,2019,Personal Vehicle Passengers,913,49.000,-106.378,POINT (-106.377583 48.999527)
Morgan,Montana,3319,US-Canada Border,2016,Buses,0,49.000,-107.832,POINT (-107.831819 48.999829)
Boundary,Washington,3015,US-Canada Border,2021,Personal Vehicle Passengers,143,49.001,-117.628,POINT (-117.627583 49.00075)
Calais,Maine,0115,US-Canada Border,2019,Pedestrians,465,45.189,-67.275,POINT (-67.275381 45.188548)
Hidalgo,Texas,2305,US-Mexico Border,2019,Personal Vehicles,325647,26.095,-98.271,POINT (-98.271092 26.095032)
Skagway,Alaska,3103,US-Canada Border,2022,Truck Containers Empty,134,59.630,-135.164,POINT (-135.164444 59.629722)
Northgate,North Dakota,3406,US-Canada Border,2020,Buses,1,48.999,-102.275,POINT (-102.27475 48.998833)
Santa Teresa,New Mexico,2408,US-Mexico Border,2022,Buses,51,31.784,-106.679,POINT (-106.679437 31.783939)
Portal,North Dakota,3403,US-Canada Border,2019,Truck Containers Loaded,6174,48.999,-102.552,POINT (-102.551944 48.998944)
Eagle Pass,Texas,2303,US-Mexico Border,2022,Personal Vehicle Passengers,496807,28.705,-100.512,POINT (-100.511977 28.705483)
Lukeville,Arizona,2602,US-Mexico Border,2020,Bus Passengers,287,31.880,-112.817,POINT (-112.817077 31.880195)
International Falls,Minnesota,3604,US-Canada Border,2019,Train Passengers,666,48.608,-93.401,POINT (-93.401355 48.6078)
Norton,Vermont,0211,US-Canada Border,2022,Truck Containers Loaded,390,45.011,-71.793,POINT (-71.793219 45.010771)
Eagle Pass,Texas,2303,US-Mexico Border,2021,Rail Containers Loaded,14069,28.705,-100.512,POINT (-100.511977 28.705483)
Scobey,Montana,3309,US-Canada Border,2020,Personal Vehicle Passengers,68,49.000,-105.408,POINT (-105.407638 48.999527)
Madawaska,Maine,0109,US-Canada Border,2022,Pedestrians,33,47.360,-68.329,POINT (-68.328684 47.360052)
Columbus,New Mexico,2406,US-Mexico Border,2022,Truck Containers Empty,116,31.784,-107.628,POINT (-107.627948 31.783742)
Friday Harbor,Washington,3014,US-Canada Border,2019,Personal Vehicles,195,48.534,-123.016,POINT (-123.016484 48.534485)
Sarles,North Dakota,3409,US-Canada Border,2019,Personal Vehicles,324,49.000,-98.938,POINT (-98.938361 49.000027)
Scobey,Montana,3309,US-Canada Border,2020,Trucks,33,49.000,-105.408,POINT (-105.407638 48.999527)
Bar Harbor,Maine,0112,US-Canada Border,2022,Personal Vehicles,465,44.400,-68.225,POINT (-68.224722 44.399722)
Lancaster,Minnesota,3430,US-Canada Border,2021,Personal Vehicle Passengers,294,49.000,-96.801,POINT (-96.800527 49.000194)
Pinecreek,Minnesota,3425,US-Canada Border,2022,Personal Vehicles,115,49.000,-95.978,POINT (-95.977694 48.999916)
Metaline Falls,Washington,3025,US-Canada Border,2020,Personal Vehicles,38,49.000,-117.299,POINT (-117.299444 48.999972)
Porthill,Idaho,3308,US-Canada Border,2020,Personal Vehicle Passengers,335,49.000,-116.499,POINT (-116.49925 48.999861)
Calexico,California,2503,US-Mexico Border,2021,Pedestrians,157202,32.673,-115.388,POINT (-115.388018 32.673389)
Madawaska,Maine,0109,US-Canada Border,1996,Trains,24,47.360,-68.329,POINT (-68.328684 47.360052)
Skagway,Alaska,3103,US-Canada Border,2001,Trucks,146,59.630,-135.164,POINT (-135.164444 59.629722)
Lancaster,Minnesota,3430,US-Canada Border,2020,Personal Vehicles,52,49.000,-96.801,POINT (-96.800527 49.000194)
Baudette,Minnesota,3424,US-Canada Border,2021,Truck Containers Empty,160,48.719,-94.590,POINT (-94.590467 48.719109)
Laurier,Washington,3016,US-Canada Border,2022,Trucks,706,49.000,-118.224,POINT (-118.223777 49.000083)
Calexico East,California,2507,US-Mexico Border,2022,Personal Vehicles,213505,32.673,-115.388,POINT (-115.388018 32.673389)
Hidalgo,Texas,2305,US-Mexico Border,2021,Pedestrians,89262,26.095,-98.271,POINT (-98.271092 26.095032)
International Falls,Minnesota,3604,US-Canada Border,2022,Train Passengers,578,48.608,-93.401,POINT (-93.401355 48.6078)
Alcan,Alaska,3104,US-Canada Border,2011,Bus Passengers,4643,62.615,-141.001,POINT (-141.001444 62.614961)
El Paso,Texas,2402,US-Mexico Border,2021,Personal Vehicles,654677,31.764,-106.451,POINT (-106.451188 31.764363)
Calexico East,California,2507,US-Mexico Border,2022,Buses,52,32.673,-115.388,POINT (-115.388018 32.673389)
Ysleta,Texas,2401,US-Mexico Border,2022,Personal Vehicles,241667,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Tecate,California,2505,US-Mexico Border,2021,Personal Vehicles,64418,32.576,-116.626,POINT (-116.626216 32.576428)
Danville,Washington,3012,US-Canada Border,2019,Personal Vehicles,2714,49.000,-118.504,POINT (-118.503722 49.000083)
Fort Kent,Maine,0110,US-Canada Border,2021,Trucks,792,47.249,-68.604,POINT (-68.603918 47.249206)
Madawaska,Maine,0109,US-Canada Border,2019,Pedestrians,64,47.360,-68.329,POINT (-68.328684 47.360052)
Fort Fairfield,Maine,0107,US-Canada Border,2019,Truck Containers Empty,324,46.765,-67.789,POINT (-67.789471 46.765323)
Derby Line,Vermont,0209,US-Canada Border,2021,Trucks,6859,45.006,-72.099,POINT (-72.099279 45.005739)
El Paso,Texas,2402,US-Mexico Border,2020,Rail Containers Loaded,2659,31.764,-106.451,POINT (-106.451188 31.764363)
Lancaster,Minnesota,3430,US-Canada Border,2022,Trucks,325,49.000,-96.801,POINT (-96.800527 49.000194)
San Ysidro,California,2504,US-Mexico Border,2022,Personal Vehicles,1156630,32.543,-117.029,POINT (-117.028761 32.542528)
